Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
pp71_D746_RM13,0.010806423,0.129259344,0.002845655,0.045120264,0.131346192,0.14109268,0.117165423,0,0,0,0.158941736,0,0.098090874,0.018685472,0,0,0,0.006433424,0,0.005868359,0,0.134344154,0,0.33794241,0.95374038
pp71_D746_RM14,0.025350599,0.209050472,0.008254052,0.100718346,0.087326502,0.048053506,0.131787733,0,0,0,0.144836455,0,0.086472871,0.00714681,0,0.026242462,0,0.001008543,0,0.008143049,0,0.1156086,0,0.425134808,0.906595254
pp71_D746_RM15,0,0.080628632,0.017264423,0.016760891,0.078628811,0.11214213,0.062177636,0,0,0,0.107881456,0,0.1625794,0.108785048,0,0.004029168,0,0,0,0.014205759,0,0.234916645,0,0.38548396,0.930568671
pp71_D746_RM16,0.004389087,0.048271685,0.018631023,0.096931451,0.135935518,0.026634452,0.288886961,0,0,0,0.216926607,0,0.092326458,0.004158667,0,0.001705547,0.007660789,0.003575173,0,0,0,0.05396658,0,0.353470787,0.949534281
pp71_D746_RM18,0.001621194,0.068415746,0.020277311,0.022349391,0.184361337,0.117245283,0.104748913,0,0,0,0.159336579,0,0.048145417,0.044901072,0,0.006084508,0.005724458,0.00044736,0,0.03037089,0.006086314,0.179884229,0,0.370782464,0.935825656
pp71_D746_RM19,0.003175262,0.07059654,0.018041352,0.01389522,0.04618265,0.106087701,0.2580121,0,0,0,0.130079518,0,0.141614062,0.039698151,0,0,0.006776909,0.003265019,0,0,0,0.162575516,0,0.366750753,0.934690096
pp71_D746_RM17,0,0.093294626,0.005295566,0.046884508,0.098089882,0.019978378,0.105342292,0,0,0,0.105468879,0,0.122288237,0.11415219,0,0,0,0,0,0,0,0.289205443,0,0.40166652,0.925070302
TB6Ag_D750_RM10,0.00526713,0.13751971,0.011854696,0.083203858,0.076640965,0.037593712,0.303170843,0,0,0,0.243910458,0,0.042759228,0,0.002333463,0.022825049,0.008955048,0,0,0,0.000474852,0.023490988,0,0.458000643,0.89105781
TB6Ag_D750_RM11,0,0.125098438,0.007733394,0.14951762,0.073082463,0,0.206105781,0,0,0,0.189888984,0,0.090310643,0.026137281,0,0,0,0,0,0.008709804,0,0.123415591,0,0.355416831,0.944622648
TB6Ag_D750_RM12,0.003598748,0.055712225,0.011935834,0.089799528,0.095076989,0,0.260082751,0,0,0,0.220834575,0,0.037632904,0.024922457,0,0.019685679,0.006479591,0,0,0.027085528,0.006154164,0.140999026,0,0.374724371,0.934341342
TB6Ag_D750_RM3,0.037307414,0.085639191,0.010052429,0.127253202,0.072411906,0.168668047,0.135085424,0,0,0,0.21197157,0,0.060526223,0.019211021,0,0,0,0.000766021,0,0,0,0.071107552,0,0.313367171,0.976289158
TB6Ag_D750_RM1,0.01192269,0.204554566,0.012066502,0.078978707,0.260204173,0.041611731,0.090306242,0,0,0,0.13242514,0,0.069895868,0.009330714,0,0.009366235,0,0,0,0,0,0.079337433,0,0.474415019,0.880681427
TB6Ag_D750_RM2,0.029311441,0.06286745,0.004490555,0.06263515,0.233352243,0.120345985,0.170170817,0,0,0,0.217408914,0,0.049149594,4.33E-05,0,0.001373722,0,0.001238337,0,0,0,0.047612514,0,0.430890884,0.91134575
TB6Ag_D750_RM7,0,0.044724852,0.020365031,0.089438185,0.090198978,0.017275764,0.153505576,0,0,0,0.171904999,0,0.102776361,0.101876972,0,0,0,0,0.00559254,0,0,0.202340743,0,0.393167535,0.924465327
TB6Ag_D750_RM4,0.003314771,0.059782024,0.029081496,0.056522983,0.120100889,0.08791528,0.233778075,0,0,0,0.16089396,0,0.029490899,0.04281903,0,0.023973514,0,0.001968586,0,0.045558492,0.001345783,0.103454218,0,0.363306015,0.936851329
TB6Ag_D750_RM6,0.013095092,0.0797222,0.003900157,0.162973181,0.135369466,0.03383506,0.195004111,0,0,0,0.218080213,0,0.108393407,0,0,0,0.000518119,0.001009113,0,0.00061573,0,0.047484151,0,0.411783191,0.91955006
TB6Ag_D750_RM5,0,0.246071149,0.010743554,0.069636659,0.136498421,0.076423626,0.09445442,0,0,0,0.123651998,0,0.199142237,0.02175113,0,0,0.000373066,0.003233733,0,0,0,0.018020009,0,0.479285587,0.876747165
TB6Ag_D750_RM8,0.056115545,0.045279554,0.001257471,0.084930506,0.197914815,0.041930074,0.167606527,0,0,0,0.207998433,0,0.125894938,0.015501594,0,0.007749799,0,0,0,0.007410397,0,0.040410347,0,0.378919118,0.934359612
TB6Ag_D750_RM9,0.026695101,0.023581167,0.004192122,0.121626229,0.079235017,0.029230254,0.181456197,0,0,0,0.193375883,0,0.167738902,0.03088385,0,0,0,0.000146483,0,0.011407815,0,0.130430981,0,0.388189184,0.927538498
pp71_D750_RM20,0,0.119001547,0.039331967,0.064379291,0.149855514,0.048946674,0.163859264,0,0,0,0.190479918,0,0.119447916,0.033845047,0,0.005750959,0,0,0,0.000357595,0,0.064744308,0,0.476015529,0.878365003
pp71_D750_RM13,0.020586825,0.104999621,0.008213773,0.02791207,0.225397071,0.137783158,0.177141053,0,0,0,0.196338619,0,0.014430984,0,0.000199386,0.027572905,0.004179715,0.003134784,0,0,0.007972192,0.044137844,0,0.347417617,0.956718852
pp71_D750_RM14,0,0.215879566,0.006052777,0.09864895,0.057581765,0.036332246,0.129101331,0,0,0,0.128936316,0,0.049163498,0.056686195,0,0.021301939,0,0,0,0.020662328,0,0.179653087,0,0.427325862,0.904826967
pp71_D750_RM15,0.000185863,0.078556265,0.020409433,0.093100888,0.152913243,0.071391024,0.214412397,0,0,0,0.186758306,0,0.068308118,0,0,0.012568367,0.005112453,0.003575123,0,0,0.010436922,0.082271596,0,0.270737042,0.991079371
pp71_D750_RM16,0,0.040732391,0.039138922,0.108025384,0.089366247,0.10292538,0.175583927,0,0,0,0.215029477,0,0.102752054,0.014327832,0,0,0.000865397,0.001407554,0,0.023652902,0,0.086192534,0,0.307219709,0.971914788
pp71_D750_RM18,0.017539398,0.107631656,0.021760912,0.084182114,0.153087508,0.056137213,0.135202101,0,0,0,0.15059288,0,0.069232674,0.053624751,0,0,0,0,0,0,0,0.151008794,0,0.368894939,0.936505474
pp71_D750_RM19,0,0.098712133,0.013030927,0.084902014,0.058814296,0.050356063,0.206858691,0,0,0,0.179150521,0,0.135783888,0.030853802,0,0.000111981,0,0.000266339,0,0.025846225,0,0.115313118,0,0.392339998,0.92233243
pp71_D750_RM17,0.017453383,0.101835795,0.007711211,0.074865069,0.163783841,0.118710259,0.149455935,0,0,0,0.15171892,0,0.107391863,0.012517571,0,0,0,0.010725179,0,0.00058866,0,0.083242314,0,0.327252052,0.960311082
TB6Ag_D757_RM10,0,0.222507201,0.010273668,0.042605177,0.096003849,0.07813975,0.231813066,0,0,0,0.204242764,0,0.053495058,0,0,0.022373692,0,0.004693136,0,0,0,0.033852638,0,0.402819613,0.920941399
TB6Ag_D757_RM11,0.032749053,0.0939297,0.001964592,0.15985287,0.045056335,0.008394091,0.161697562,0,0.002495039,0,0.184518835,0,0.118800768,0.02740575,0,0.01576112,0,0,0,0.031282215,0,0.116092071,0,0.331600811,0.954941351
TB6Ag_D757_RM12,0.00643512,0.038877809,0.007387306,0.107795066,0.062033765,0,0.178572212,0,0,0,0.170496124,0,0.087703131,0.104105674,0,0,0,0,0,0.037717998,0,0.198875795,0,0.370904861,0.935672491
TB6Ag_D757_RM3,0,0.132599443,0.011870166,0.039262718,0.102455001,0.213927623,0.107195176,0,0,0,0.211362881,0,0.055143261,0.014832575,0.000869306,0.024646507,0.000969915,0.001748,0,0,0,0.083117429,0.01,0.259796966,0.999614813
TB6Ag_D757_RM1,0.01881083,0.129965777,0,0.070136166,0.312504132,0.076976705,0.072484267,0,0,0,0.137072996,0,0.101087793,0.00261073,0,0.010105413,0,0.012998475,0.001221268,0,0,0.054025448,0,0.444526744,0.89946403
TB6Ag_D757_RM2,0.041884173,0.032960132,0,0.056487758,0.191653556,0.13928695,0.18438389,0,0,0,0.253096657,0,0.044697152,0,0,0.004570499,0,0.001507109,0,0,0,0.049472124,0,0.422801526,0.917865916
TB6Ag_D757_RM7,0,0.046220231,0.020174838,0.104122494,0.133560332,0.090986201,0.192279347,0,0,0,0.251471345,0,0.083861808,0.016663575,0,0,0.002998169,0.000658324,0,0,0,0.057003336,0,0.421208868,0.914628642
TB6Ag_D757_RM4,0.00231002,0.101168689,0.018025593,0.075340024,0.070629158,0.055267311,0.170311038,0,0,0,0.162453306,0,0.066572549,0.080393468,0,0,0,0,0,0.046752803,0,0.15077604,0,0.356221348,0.939624865
TB6Ag_D757_RM6,0.029879593,0.056938593,0.00395286,0.147699402,0.142148392,0.05532243,0.181479345,0,0,0,0.196375313,0,0.100761377,0,0,0.008583709,0,0.001431753,0,0.005336701,0,0.070090532,0,0.369805878,0.9417005
TB6Ag_D757_RM5,0.031439982,0.130318903,0.00737172,0.096667232,0.114673426,0.070128483,0.173961192,0,0,0,0.17817689,0,0.163560819,0,0,0.004533196,0,0.001550413,0,0.00753085,0,0.020086895,0,0.407888574,0.916591207
TB6Ag_D757_RM8,0,0.101519133,0.007436563,0.107897704,0.184944526,0.043072721,0.227927196,0,0,0,0.174929611,0,0.049705203,0.021347205,0,0.010807941,0.004347071,0.001047123,0,0,0.001855158,0.063162845,0,0.30352433,0.975672104
TB6Ag_D757_RM9,0.007345128,0.056898159,0.00155392,0.151773714,0.053927014,0.005850527,0.155397462,0,0,0,0.167359501,0,0.159146546,0.024456496,0,0.017726701,0,0,0,0.003834807,0,0.194730024,0,0.408475961,0.917726173
pp71_D757_RM20,0.002516549,0.091013149,0.003494337,0.017925472,0.115693207,0.128677064,0.111019892,0,0,0,0.153861373,0,0.163964211,0.060522363,0,0,0,0,0.002926758,0,0,0.148385625,0,0.463364118,0.885335644
pp71_D757_RM13,0.028395245,0.147953659,0,0.083694072,0.22171753,0.109624415,0.094400477,0,0,0,0.169995426,0,0.080807072,0.004155953,0,0.005347921,0,0.003322387,0,0.006714924,0,0.043870917,0,0.357078568,0.950570568
pp71_D757_RM14,0,0.244116805,0.007849776,0.051404693,0.060517154,0.039400657,0.065006695,0,0,0,0.079845708,0,0.052914859,0.099856357,0,0.028088715,0,0,0,0.024718402,0,0.246280179,0,0.455793461,0.89108256
pp71_D757_RM15,0.002584167,0.086778655,0.004709744,0.041634143,0.084499231,0.099962835,0.070277556,0,0,0,0.120803363,0,0.177965763,0.084140378,0,0.023640575,0,0,0,0.013827372,0,0.189176218,0,0.360921295,0.940954329
pp71_D757_RM16,0,0.040034776,0.030631967,0.092267548,0.12171575,0.056621897,0.161155475,0,0,0,0.161786177,0,0.087559783,0.029376396,0,0,0.000280131,0,0,0.044580989,0,0.173989111,0,0.334367297,0.953902361
pp71_D757_RM18,0.024603921,0.129773729,0.008634809,0.088539207,0.146343157,0.093814168,0.091405848,0,0,0,0.145921133,0,0.106535049,0.029276323,0,0.004529143,0,0.008223776,0,0.005295878,0,0.117103859,0,0.352229134,0.945729541
pp71_D757_RM19,0,0.08995917,0.008785966,0.067227661,0.011431874,0.022767551,0.124269054,0,0,0,0.080795375,0,0.170226198,0.123983928,0,0,0,0,0,0.007497152,0,0.293056071,0,0.479577029,0.879542458
pp71_D757_RM17,0.029422505,0.078241256,0.007867766,0.08972344,0.19138133,0.088938242,0.150857723,0,0,0,0.145114033,0,0.121141275,0.018493063,0,0,0,0.007638029,0,0.002845935,0,0.068335403,0,0.315420082,0.966538037
TB6Ag_D1177_RM10,0.024628718,0.129306777,0.004068592,0.039290489,0.103389488,0.173537001,0.141511719,0,0,0,0.24492167,0,0.071975937,0.008913767,0,0,0,0.000486433,0,0,0,0.057969411,0,0.41855852,0.914930564
TB6Ag_D1177_RM11,0.049741188,0.031461769,0.008653531,0.097844657,0.038816008,0.029642095,0.176599325,0,0,0,0.109145755,0,0.099869823,0.092459305,0,0,0,0,0,0.012950029,0,0.252816515,0,0.369755098,0.938113487
TB6Ag_D1177_RM12,0.051406622,0.034645283,0.00420736,0.137214578,0.037650709,0.039962995,0.201613269,0,0,0,0.267369164,0,0.101207546,0.008609836,0,0.012209579,0,0.000630378,0,0.017283656,0,0.085989027,0,0.337254778,0.960342232
TB6Ag_D1177_RM3,0.037131815,0.087870485,0,0.093537634,0.077009696,0.229752073,0.078062047,0,0,0,0.182785002,0,0.097124068,0.015021007,0,0.014975081,0,0.004294159,0,0,0,0.082436932,0,0.270942242,0.995808683
TB6Ag_D1177_RM1,0.0242717,0.078827109,0.005670711,0.065749243,0.202935325,0.150430826,0.089222183,0,0,0,0.167153867,0,0.101151537,0.001172213,0,0.021307254,0,0.010982607,0,0,0,0.081125426,0,0.357191552,0.947724057
TB6Ag_D1177_RM2,0.025133296,0.069741057,0.004068783,0.082311083,0.151304006,0.104410693,0.064030927,0,0,0,0.146649242,0,0.062079737,0.057037618,0,0.02538068,0,0.014269118,0,0.024648437,0,0.168935324,0,0.333454674,0.95538896
TB6Ag_D1177_RM7,0.002197671,0.041312522,0.007519182,0,0.071639809,0.109513065,0.050324366,0,0.028070652,0,0.100360213,0,0,0.217107555,0,0,0,0,0,0,0,0.371954964,0,0.409639811,0.933257187
TB6Ag_D1177_RM4,0.004990857,0.048881369,0.014758972,0.007835353,0.053218178,0.097037289,0.07963495,0,0.000300067,0,0.12924453,0,0.041238526,0.062704019,0,0,0,0.003895068,0,0.131165774,0.013605231,0.311489817,0,0.397749836,0.924947419
TB6Ag_D1177_RM6,0,0.16850053,0.011073257,0.04818475,0.14108974,0.106987707,0.184802891,0,0,0,0.185150106,0,0.03876036,0,0,0.014941937,0,0.005829352,0,0,0.009774585,0.084904785,0,0.334028822,0.957612729
TB6Ag_D1177_RM5,0.034661297,0.167280458,0.023110732,0.091542552,0.108514845,0.139495078,0.066622625,0,0,0,0.132707529,0,0.131485705,0.009263529,0,0,0,0.00568241,0,0,0,0.089633239,0,0.384458497,0.930295707
TB6Ag_D1177_RM8,0.056489872,0.054650681,0.004369924,0.052902168,0.127295977,0.143999351,0.107876995,0,0,0,0.166617925,0,0.138041351,0.008272991,0,0.014023961,0,0.00442178,0,0.028711882,0,0.092325142,0,0.333335025,0.954483625
TB6Ag_D1177_RM9,0.025418614,0.029028109,0.005602591,0.055289227,0.115825462,0.074912333,0.13981412,0,0,0,0.15764976,0,0.193488173,0.028579576,0,0,0,0.000434216,0,0.022325461,0,0.151632358,0,0.359120377,0.941583651
pp71_D1177_RM20,0.033225262,0.079023058,0.011956285,0.054052894,0.080750567,0.109994022,0.091952692,0,0,0,0.118919975,0,0.188331296,0.017250453,0,0.019847936,0,0,0,0,0,0.194695561,0,0.381484307,0.931306923
pp71_D1177_RM13,0,0.118200999,0.01316348,0.020194699,0.136757946,0.156737031,0.135475774,0,0,0,0.166866326,0,0.023715192,0.027028241,0,0,0.004998139,0.001989455,0.027513112,0,0,0.167359603,0,0.33236893,0.956479398
pp71_D1177_RM14,0,0.160262548,0.005384062,0.072379921,0.071364567,0.106768111,0.096143057,0,0,0,0.133873455,0,0.068987744,0.037416794,0,0.030946619,0,0,0,0.018937565,0,0.197535556,0,0.337088537,0.952698269
pp71_D1177_RM15,0,0.065488805,0.01237822,0,0.030445755,0.081705023,0.029391864,0,0.055454859,0,0.103180193,0,0.048880377,0.161918333,0,0,0,0,0,0,0.018774006,0.392382566,0,0.44357881,0.912091815
pp71_D1177_RM16,0,0.039616463,0.02025515,0.065025722,0.108558677,0.073720401,0.133490286,0,0,0,0.11822138,0,0.09229486,0.035050205,0,0,0,0.000117112,0,0.029137247,0,0.284512497,0,0.356325002,0.948945602
pp71_D1177_RM18,0.01124568,0.044646215,0.050627259,0.019961327,0.083241909,0.059308106,0.029421371,0,0,0,0.046832566,0,0.117353818,0.141389346,0,0,0,0,0.006679515,0,0,0.389292889,0,0.423173859,0.926713648
pp71_D1177_RM19,0,0.18059342,0,0.048728166,0.011222341,0.045943405,0.102364015,0,0,0,0.085867836,0,0.09202654,0.107401852,0,0,0,0,0,0.009945435,0,0.315906989,0,0.4817042,0.878324666
pp71_D1177_RM17,0,0.072421758,0.050352906,0.016080474,0.046845165,0.058926431,0.056495212,0,0,0,0.066848001,0,0.027470958,0.12853421,0,0,0,0,0,0,0,0.476024884,0,0.42342715,0.936815745
TB6Ag_D1191_RM10,0.018469011,0.161201084,0.008698982,0.091045201,0.079952853,0.06044375,0.211406706,0,0,0,0.221954542,0,0.069671658,0.005334063,0,0.001434227,0,0.002470462,0,0,0,0.067917462,0,0.38050878,0.934107806
TB6Ag_D1191_RM11,0.033263434,0.081691701,0.012402505,0.132355938,0.050690394,0,0.172119575,0,0,0,0.120360243,0,0.108168792,0.034382544,0,0.006995564,0.004506985,0,0,0.012576877,0,0.230485448,0,0.351169537,0.946787678
TB6Ag_D1191_RM12,0.000789297,0.060671664,0.004107866,0.129031347,0.067331202,0.03239872,0.209246423,0,0,0,0.291929389,0,0.094190525,0.010297774,0,0.013244157,0,0,0,0.008821411,0,0.077940226,0,0.353192756,0.95504895
TB6Ag_D1191_RM3,0,0.13224411,0.011792849,0.053807536,0.092647366,0.150964314,0.120110658,0,0,0,0.189845698,0,0.09283408,0.027832144,0,0,0.006613482,0.000820073,0,0,0.013608925,0.106878764,0.01,0.257170639,0.994418558
TB6Ag_D1191_RM1,0.025637148,0.065209034,0.004397489,0.06784109,0.169509794,0.19658783,0.080807985,0,0,0,0.16495155,0,0.083194985,0,0,0.024174583,0,0.018127309,0,0,0,0.099561202,0,0.328925266,0.964307099
TB6Ag_D1191_RM2,0,0.093390441,0,0.061948946,0.26701615,0.130049157,0.133107372,0,0,0,0.199017008,0,0.041348328,0,0,0.006360347,0,0.007464889,0.000479833,0,0,0.059817528,0,0.399004335,0.931286048
TB6Ag_D1191_RM7,0.01774285,0.08290115,0.002897249,0.127906111,0.085462248,0.057309581,0.133972108,0,0,0,0.212460454,0,0.095607812,0.02521601,0,0.001973984,0,0,0,0.012853988,0,0.143696455,0,0.327881107,0.962060482
TB6Ag_D1191_RM4,0.006094984,0.043665005,0.023760495,0.007634408,0.077177383,0.128408157,0.253331313,0,0,0,0.158381053,0,0.042315999,0.042244472,0,0,0,0.007308103,0,0.014575799,0,0.195102829,0,0.309033718,0.966549033
TB6Ag_D1191_RM6,0.030447947,0.112920466,0,0.145372172,0.080399057,0.052148429,0.162944631,0,0,0,0.195384003,0,0.108107022,0.010331233,0,0.002338808,0,0.001465282,0,0,0,0.098140951,0,0.344065038,0.9531519
TB6Ag_D1191_RM5,0,0.156540506,0.061621357,0.067290974,0.086641326,0.002630963,0.096628738,0,0,0,0.078997785,0,0.134154368,0.111289035,0,0,0,0,0,0.00325015,0,0.200954797,0,0.429923086,0.903662329
TB6Ag_D1191_RM8,0,0.08093334,0.014699766,0.029469788,0.185800708,0.071592364,0.177096979,0,0,0,0.136532836,0,0.124169551,0.036996207,0,0,0.005620826,0.000432043,0,0,0.013287276,0.123368316,0,0.320836792,0.958684435
TB6Ag_D1191_RM9,0.003808826,0.045294654,0.009137715,0.132724496,0.037127303,0.061054192,0.172558916,0,0,0,0.203521798,0,0.161329608,0.022148109,0,0,0,0.001150342,0,0.00843885,0,0.141705191,0,0.365661779,0.941074733
pp71_D1191_RM20,0.004907638,0.063733312,0.016596931,0.054186493,0.135537924,0.107154658,0.132783736,0,0,0,0.159795348,0,0.165751185,0.044413421,0,0,0,0,0,0.01057476,0,0.104564593,0,0.389320496,0.92470989
pp71_D1191_RM13,0,0.124699885,0.008502779,0.046071601,0.237595426,0.117056088,0.17003248,0,0,0,0.162512126,0,0.021997461,0,1.89E-05,0.024049896,0.005579301,0.00379754,0,0,0.009041802,0.069044726,0,0.321928534,0.968219858
pp71_D1191_RM14,0,0.104351191,0.015417984,0.03529306,0.062817624,0.067112999,0.087830481,0,0,0,0.08856545,0,0.023395014,0.119226578,0,0.014967395,0,0,0,0.047593264,0,0.33342896,0,0.40311723,0.924881325
pp71_D1191_RM15,0,0.083612756,0.007554158,0.012749102,0.066421052,0.031990984,0.05044222,0,0,0,0.064234584,0,0.148872537,0.149022399,0,0,0,0,0,0,0,0.385100208,0,0.469313468,0.897551362
pp71_D1191_RM16,0.002630398,0.045410313,0.018490092,0.00914923,0.150363536,0.130807917,0.208309939,0,0,0,0.154874959,0,0.091573019,0.035384169,0,0,0.005757024,0.001964341,0,0,0,0.145285063,0,0.286918108,0.978270875
pp71_D1191_RM18,0,0.057005927,0.009748773,0.047362732,0.07171575,0.064074218,0.094074174,0,0,0,0.116393279,0,0.085902659,0.14541363,0,0,0,0,0,0,0,0.308308858,0,0.401184763,0.927801259
pp71_D1191_RM19,0.041249301,0.127116592,0,0.093112757,0.048272916,0.064756993,0.176005742,0,0,0,0.174115227,0,0.116572957,0.021087075,0,0.014590032,0,0,0,0.012786917,0,0.11033349,0,0.408468981,0.914633087
pp71_D1191_RM17,0,0.088337628,0.084696735,0.019527146,0.077250646,0.081508268,0.09318,0,0,0,0.081840249,0,0.135450499,0.085849169,0,0,0,0.001702853,0,0.011628982,0,0.239027826,0,0.353193388,0.945159978
TB6Ag_D1219_RM10,0.035249964,0.171998623,0.006970767,0.046140192,0.097830334,0.150343968,0.141519848,0,0,0,0.181147791,0,0.081185437,0,0,0.004215605,0,0.00398733,0,0,0,0.079410141,0,0.3907838,0.927490582
TB6Ag_D1219_RM11,0.032622512,0.053762387,0.010656214,0.147288736,0.031155473,0,0.185422643,0,0,0,0.140393334,0,0.081414255,0.047020894,0,0,0.003179458,0,0,0.035679107,0,0.231404987,0,0.354653201,0.945025245
TB6Ag_D1219_RM12,0.003778796,0.057759547,0.010304119,0.151633448,0.083021267,0,0.30254067,0,0,0,0.228619752,0,0.063095911,0,0,0.018776687,0.008166862,0,0,0,0.013847941,0.058455,0,0.370360286,0.941865615
TB6Ag_D1219_RM3,0,0.136324344,0.010148055,0.016836966,0.103130986,0.177615851,0.092321354,0,0,0,0.181021327,0,0.085478012,0.036812046,0,0.003768863,0.000439929,0.001107386,0,0,0.00765615,0.147338732,0,0.280941611,0.982947775
TB6Ag_D1219_RM1,0.021568193,0.115755875,0.007240259,0.071733964,0.241482949,0.11345698,0.088881871,0,0,0,0.163925541,0,0.084248855,1.03E-05,0,0.01406073,0,0.013559374,0,0,0,0.064075106,0,0.352630828,0.95149648
TB6Ag_D1219_RM2,0,0.069660999,0.001369865,0.085504423,0.265909432,0.110820118,0.147362682,0,0,0,0.212639691,0,0.048602885,0,0,0.005096745,0,0.004786813,0,0,0,0.048246348,0,0.400035327,0.932763871
TB6Ag_D1219_RM7,0.028287882,0.067425113,0.018678629,0.067690631,0.078467879,0.085611954,0.147554371,0,0,0,0.17090096,0,0.085824046,0.042053847,0,0.005147477,0,0,0,0.013966763,0,0.188390449,0,0.361640363,0.940357201
TB6Ag_D1219_RM4,0.022577783,0.028000105,0.022834144,0.019006954,0.050490991,0.098257439,0.163716355,0,0,0,0.13257938,0,0.051158373,0.0378037,0,0,0,0,0,0.128893429,0,0.244681348,0,0.348023372,0.945551129
TB6Ag_D1219_RM6,0.021097573,0.14540205,0,0.147064585,0.013661408,0.104225406,0.158846789,0,0,0,0.184461339,0,0.118474787,0.001007913,0,0.002535043,0,0.000753694,0,0.012277989,0,0.090191426,0,0.322743736,0.963569988
TB6Ag_D1219_RM5,0.021214756,0.155414923,0.011220914,0.078269798,0.031051903,0.087260852,0.11919972,0,0,0,0.111863848,0,0.210598395,0.01166023,0,0,0,0.000751234,0,0.036129282,0,0.125364144,0,0.337668709,0.949988312
TB6Ag_D1219_RM8,0.023581345,0.079958038,0.003007698,0.087953286,0.106348512,0.104090271,0.158409214,0,0,0,0.208150744,0,0.116715619,0.009893718,0,0.004412338,0,0.000431713,0,0.025222401,0,0.071825103,0,0.279791541,0.985250518
TB6Ag_D1219_RM9,0.007037131,0.031421029,0.007137432,0.126552403,0.045352386,0.030792258,0.185117864,0,0,0,0.161006871,0,0.16719126,0.042027896,0,0,0,0,0,0.020206508,0,0.17615696,0,0.386114656,0.928359194
pp71_D1219_RM20,0.033406366,0.066296684,0.004696017,0.025073138,0.10446136,0.142613266,0.130985245,0,0,0,0.153508091,0,0.174333838,0.025558884,0,0.024107177,0,0,0,0.003861949,0,0.111097986,0,0.388427426,0.92475421
pp71_D1219_RM13,0.019344932,0.118807152,0.005359411,0.06927468,0.203642493,0.142445547,0.082262976,0,0,0,0.168266575,0,0.085541314,0.006571844,0,0.014039235,0,0.004920315,0,0,0,0.079523526,0,0.344469616,0.955569981
pp71_D1219_RM14,0.02711926,0.096019855,0.032873671,0.066095045,0.087440796,0.044235372,0.143737694,0,0,0,0.145010988,0,0.062354487,0.025746658,0,0.025836099,0,0,0,0.058244934,0,0.185285141,0,0.325759216,0.954562024
pp71_D1219_RM15,0,0.060571294,0.011336565,0,0.009805517,0.078657951,0.011222701,0,0.060713949,0,0.07834856,0,0.120602742,0.22015071,0,0,0,0,0,0,0.014269538,0.334320474,0,0.458878166,0.900656162
pp71_D1219_RM16,0.002510714,0.040016449,0.016178272,0.039238697,0.143094567,0.093112277,0.24618292,0,0,0,0.172090668,0,0.067604038,0.037264636,0,0,0.005795111,0.001558783,0,0,0,0.135352868,0,0.277185508,0.984786927
pp71_D1219_RM18,0.014145635,0.071834582,0.004862053,0.064837834,0.126493939,0.102655053,0.074499484,0,0,0,0.127302478,0,0.126357933,0.063536886,0,0,0,0.000339568,0,0.002501154,0,0.220633401,0,0.380480674,0.933665386
pp71_D1219_RM19,0,0.099352674,0.004405468,0.030934715,0.024585175,0.023196477,0.10051351,0,0,0,0.068700838,0,0.124747865,0.148271938,0,0,0,0,0,0.014586159,0,0.360705181,0,0.502540731,0.869105271
pp71_D1219_RM17,0,0.05451623,0.037056928,0.038874953,0.069460367,0.036769968,0.094306269,0,0,0,0.065689953,0,0.134460441,0.134412293,0,0,0,0,0,0.020221879,0,0.31423072,0,0.386780221,0.936576629
